id	type id		subgoal	description
1590	3	present material	\N	\N
1591	3	present material orally	\N	\N
1592	3	present written material	\N	\N
1593	3	presentations	\N	\N
1594	3	pressure welder	\N	\N
1595	3	primary health organisation manager	\N	\N
1596	3	primary products inspectors nec	\N	\N
1597	3	primary school teacher	\N	\N
1598	3	print finisher	\N	\N
1599	3	print journalist	\N	\N
1600	3	printing machinist	\N	\N
1601	3	prioritization skills	\N	\N
1602	3	prison officer	\N	\N
1603	3	private tutors and teachers nec	\N	\N
1604	3	problem analysis skills	\N	\N
1605	3	problem solving	\N	\N
1606	3	problem solving skills	\N	\N
1607	3	processing	\N	\N
1608	3	procurement manager	\N	\N
1609	3	product promotion	\N	\N
1610	3	production manager (forestry)	\N	\N
1611	3	production manager (manufacturing)	\N	\N
1612	3	production manager (mining)	\N	\N
1613	3	production or plant engineer	\N	\N
1614	3	productive: tending to produce.	\N	\N
1615	3	proficient at excel	\N	\N
1616	3	program director (television or radio)	\N	\N
1617	3	program or project administrator	\N	\N
1618	3	programming	\N	\N
1619	3	programming 	\N	\N
1620	3	project builder	\N	\N
1621	3	proofreading	\N	\N
1622	3	property manager	\N	\N
1623	3	providing customer service	\N	\N
1624	3	providing discipline 	\N	\N
1625	3	pruning trees	\N	\N
1626	3	psychiatrist	\N	\N
1627	3	psychologists nec	\N	\N
1628	3	psychotherapist	\N	\N
1629	3	pt modeler	\N	\N
1630	3	public relations	\N	\N
1631	3	public relations manager	\N	\N
1632	3	public relations professional	\N	\N
1633	3	pumping gas	\N	\N
1634	3	puzzles	\N	\N
1635	3	pysanky 	\N	\N
1636	3	python	\N	\N
1637	3	quality assurance manager	\N	\N
1638	3	quality control	\N	\N
1639	3	quantity surveyor	\N	\N
1640	3	quarantine officer	\N	\N
1641	3	quick books pro	\N	\N
1642	3	quick learning skills	\N	\N
1643	3	quilting	\N	\N
1644	3	racquetball	\N	\N
1645	3	radiation oncologist	\N	\N
1646	3	radio journalist	\N	\N
1647	3	radio presenter	\N	\N
1648	3	radiocommunications technician	\N	\N
1649	3	radio-controlled car racing (hobby grade)	\N	\N
1650	3	railway station manager	\N	\N
1651	3	raking leaves	\N	\N
1652	3	rank activities in order of	\N	\N
1653	3	rc cars	\N	\N
1654	3	reading	\N	\N
1655	3	reading 	\N	\N
1656	3	real estate agency principal	\N	\N
1657	3	real estate agent	\N	\N
1658	3	real estate representative	\N	\N
1659	3	"realistic: practical views/policy, truth/detail, presenting people/scenes as they are."	\N	\N
1660	3	receptionist	\N	\N
1661	3	recognize what works and what	\N	\N
1662	3	recognizing problems	\N	\N
1663	3	record collecting	\N	\N
1664	3	"record facts, classify information by date"	\N	\N
1665	3	record keeping	\N	\N
1666	3	records manager	\N	\N
1667	3	recreation officer (aus)	\N	\N
1668	3	recruiting	\N	\N
1669	3	recruitment consultant	\N	\N
1670	3	refrigeration work	\N	\N
1671	3	regional education manager	\N	\N
1672	3	registered nurse (aged care)	\N	\N
1673	3	registered nurse (child and family health)	\N	\N
1674	3	registered nurse (community health)	\N	\N
1675	3	registered nurse (critical care and emergency)	\N	\N
1676	3	registered nurse (developmental disability)	\N	\N
1677	3	registered nurse (disability and rehabilitation)	\N	\N
1678	3	registered nurse (medical practice)	\N	\N
1679	3	registered nurse (medical)	\N	\N
1680	3	registered nurse (mental health)	\N	\N
1681	3	registered nurse (paediatric)	\N	\N
1682	3	registered nurse (perioperative)	\N	\N
1683	3	registered nurse (surgical)	\N	\N
1684	3	registered nurses nec	\N	\N
1685	3	rehabilitation counsellor	\N	\N
1686	3	relating to customers	\N	\N
1687	3	relating to other people	\N	\N
1688	3	relating to others	\N	\N
1689	3	relating to people	\N	\N
1690	3	reliability	\N	\N
1691	3	reliable: dependable.	\N	\N
1692	3	renal medicine specialist	\N	\N
1693	3	repair	\N	\N
1694	3	repair equipment or machinery	\N	\N
1695	3	repairing and maintaining diesel engine vehicles	\N	\N
1696	3	repairing equipment 	\N	\N
1697	3	repelling 	\N	\N
1698	3	reporting data	\N	\N
1699	3	research and development manager	\N	\N
1700	3	research and write reports	\N	\N
1701	3	researcher	\N	\N
1702	3	researching 	\N	\N
1703	3	resident medical officer	\N	\N
1704	3	residential care officer	\N	\N
1705	3	resolving conflicts 	\N	\N
1706	3	"resourceful: ability to supply what is needed, quick wit."	\N	\N
1707	3	resourcefulness	\N	\N
1708	3	responsibility	\N	\N
1709	3	"responsible: capable of rational conduct, trustworthy."	\N	\N
1710	3	restaurant skills	\N	\N
1711	3	results orientated 	\N	\N
1712	3	results oriented	\N	\N
1713	3	retail buyer	\N	\N
1714	3	retail pharmacist	\N	\N
1715	3	retirement village manager	\N	\N
1716	3	rheumatologist	\N	\N
1717	3	risk taking	\N	\N
1718	3	rock climbing	\N	\N
1719	3	rock stacking	\N	\N
1720	3	role playing games 	\N	\N
1721	3	roller derby	\N	\N
1722	3	roller skating	\N	\N
1723	3	roof plumber	\N	\N
1724	3	roof tiler	\N	\N
1725	3	roofing	\N	\N
1726	3	ruby	\N	\N
1727	3	rugby	\N	\N
1728	3	rugby league football	\N	\N
1729	3	running	\N	\N
1730	3	"running office machines (examples: fax machine, computers, photocopy, printing, etc.)"	\N	\N
1731	3	russian 	\N	\N
1732	3	safety	\N	\N
1733	3	safety inspector	\N	\N
1734	3	sail maker	\N	\N
1735	3	sailing	\N	\N
1736	3	sales	\N	\N
1737	3	sales ability	\N	\N
1738	3	sales and marketing manager	\N	\N
1739	3	sales clerk skills	\N	\N
1740	3	sales representative (industrial products)	\N	\N
1741	3	sales representative (medical and pharmaceutical products)	\N	\N
1742	3	sales skills	\N	\N
1743	3	sand castle building	\N	\N
1744	3	sanding	\N	\N
1745	3	saw maker and repairer	\N	\N
1746	3	scalp treatment	\N	\N
1747	3	scheduling	\N	\N
1748	3	school laboratory technician	\N	\N
1749	3	school principal	\N	\N
1750	3	science technicians nec	\N	\N
1751	3	scrapbooking	\N	\N
1752	3	screen printer	\N	\N
1753	3	scuba diving	\N	\N
1754	3	sculling or rowing	\N	\N
1755	3	sculpting	\N	\N
1756	3	sculpting 	\N	\N
1757	3	sculptor	\N	\N
1758	3	seaglass collecting	\N	\N
1759	3	seashell collecting	\N	\N
1760	3	secondary school teacher	\N	\N
1761	3	secretarial skills	\N	\N
1762	3	see when things are going wrong	\N	\N
1763	3	"self-esteem, motivation, and goal setting "	\N	\N
1764	3	self-motivated 	\N	\N
1765	3	selling	\N	\N
1766	3	selling products or services	\N	\N
1767	3	senior non-commissioned defence force member	\N	\N
1768	3	"servicing equipment (examples: telephone, lawn mowers, appliances)"	\N	\N
1769	3	servicing goods	\N	\N
1770	3	"servicing office machines (example: typewriter, copiers, etc.)"	\N	\N
1771	3	serving people	\N	\N
1772	3	set up my own network of experts or helpers	\N	\N
1773	3	setting performance standards	\N	\N
1774	3	setting the table	\N	\N
1775	3	setting up classroom interest centers	\N	\N
1776	3	settle disagreements	\N	\N
1777	3	sewing	\N	\N
1778	3	sewing 	\N	\N
1779	3	shade	\N	\N
1780	3	shampooing hair	\N	\N
1781	3	share in group effort	\N	\N
1782	3	sheep farmer	\N	\N
1783	3	sheetmetal trades worker	\N	\N
1784	3	sheet-metal work	\N	\N
1785	3	shibori dyeing 	\N	\N
1786	3	ship surveyor	\N	\N
1787	3	ship's engineer	\N	\N
1788	3	ship's master	\N	\N
1789	3	ship's officer	\N	\N
1790	3	shipwright	\N	\N
1791	3	shoemaker	\N	\N
1792	3	shooting	\N	\N
1793	3	shooting sport	\N	\N
1794	3	short order cook	\N	\N
1795	3	shortwave listening	\N	\N
1796	3	show patience	\N	\N
1797	3	show self-confidence	\N	\N
1798	3	sign language	\N	\N
1799	3	signwriter	\N	\N
1800	3	singer	\N	\N
1801	3	singing	\N	\N
1802	3	skateboarding	\N	\N
1803	3	skating	\N	\N
1804	3	skiing	\N	\N
1805	3	skydiving	\N	\N
1806	3	slacklining	\N	\N
1807	3	slaughterer	\N	\N
1808	3	slot car racing	\N	\N
1809	3	small engine mechanic	\N	\N
1810	3	small offset printer	\N	\N
1811	3	snowboarding	\N	\N
1812	3	snowsport instructor	\N	\N
1813	3	soapmaking	\N	\N
1814	3	social professionals nec	\N	\N
1815	3	social worker	\N	\N
1816	3	software	\N	\N
1817	3	software and applications programmers nec	\N	\N
1818	3	software engineer	\N	\N
1819	3	software tester	\N	\N
1820	3	soldering	\N	\N
1821	3	solicitor	\N	\N
1822	3	solid plasterer	\N	\N
1823	3	sonographer	\N	\N
1824	3	"sorting, delivering mail"	\N	\N
1825	3	sound technician	\N	\N
1826	3	speak a foreign language (specify language)	\N	\N
1827	3	speak foreign languages	\N	\N
1828	3	special education teachers nec	\N	\N
1829	3	special needs teachers	\N	\N
1830	3	specialist managers	\N	\N
1831	3	specialist physician (general medicine)	\N	\N
1832	3	specialist physicians nec	\N	\N
1833	3	speech pathologist	\N	\N
1834	3	speed skating	\N	\N
1835	3	spelunking 	\N	\N
1836	3	spinning yarn 	\N	\N
1837	3	sports	\N	\N
1838	3	sports administrator	\N	\N
1839	3	sports centre manager	\N	\N
1840	3	sports development officer	\N	\N
1841	3	sports umpire	\N	\N
1842	3	sportspersons nec	\N	\N
1843	3	spreadsheet	\N	\N
1844	3	sql	\N	\N
1845	3	squash	\N	\N
1846	3	stage manager	\N	\N
1847	3	stained glass 	\N	\N
1848	3	stamp collecting	\N	\N
1849	3	stand-up comedy	\N	\N
1850	3	statistician	\N	\N
1851	3	stay focused on my work	\N	\N
1852	3	stenography	\N	\N
1853	3	stock and station agent	\N	\N
1854	3	stockbroking dealer	\N	\N
1855	3	stocking shelves	\N	\N
1856	3	stockroom work	\N	\N
1857	3	stone collecting	\N	\N
1858	3	stonemason	\N	\N
1859	3	strategic thinking	\N	\N
1860	3	strive to satisfy clients	\N	\N
1861	3	strong communication skills	\N	\N
1862	3	structural engineer	\N	\N
1863	3	student counsellor	\N	\N
1864	3	studying current beauty supplies and styles	\N	\N
1865	3	styling	\N	\N
1866	3	sugar cane grower	\N	\N
1867	3	suggest improvements	\N	\N
1868	3	suggesting courses of action	\N	\N
1869	3	summarizing data	\N	\N
1870	3	supervise others	\N	\N
1871	3	"supervise, teach"	\N	\N
1872	3	supervising	\N	\N
1873	3	supervising adults and/or children within a school-type setting (what did you supervise them to do?)	\N	\N
1874	3	supervising clients	\N	\N
1875	3	supervising operations	\N	\N
1876	3	"supervising others (in a job, in a club or organization you belong to, etc.)"	\N	\N
1877	3	"supervisory experience (in a job, in a club or organization you belong to, etc.)"	\N	\N
1878	3	supply and distribution manager	\N	\N
1879	3	support	\N	\N
1880	3	supporting others 	\N	\N
1881	3	surfing	\N	\N
1882	3	surgeon (general)	\N	\N
1883	3	surveying	\N	\N
1884	3	surveying or cartographic tech	\N	\N
1885	3	surveying or spatial science technician	\N	\N
1886	3	surveyor	\N	\N
1887	3	sweeping floors	\N	\N
1888	3	sweeping the floor	\N	\N
1889	3	swimming	\N	\N
1890	3	swimming coach or instructor	\N	\N
1891	3	systems administration	\N	\N
1892	3	systems administrator	\N	\N
1893	3	systems analyst	\N	\N
1894	3	table football	\N	\N
1895	3	table tennis	\N	\N
1896	3	taekwondo	\N	\N
1897	3	tai chi	\N	\N
1898	3	take corrective action	\N	\N
1899	3	take risks when necessary	\N	\N
1900	3	taking decisive action	\N	\N
1901	3	taking inititiave	\N	\N
1902	3	taking out the trash	\N	\N
1903	3	talk easily with others	\N	\N
1904	3	target shooting	\N	\N
1905	3	tarot 	\N	\N
1906	3	tatting 	\N	\N
1907	3	taxation accountant	\N	\N
1908	3	taxidermy	\N	\N
1909	3	teach new skills to others	\N	\N
1910	3	teach others and give clear instructions	\N	\N
1911	3	teacher of english to speakers of other languages	\N	\N
1912	3	teacher of the hearing impaired	\N	\N
1913	3	teacher of the sight impaired	\N	\N
1914	3	teaching	\N	\N
1915	3	"teaching (adults and/or children, volunteer or paid)"	\N	\N
1916	3	teaching skills	\N	\N
1917	3	teaching skills 	\N	\N
1918	3	teaching various subjects or special events	\N	\N
1919	3	team building	\N	\N
1920	3	team player	\N	\N
1921	3	teamwork 	\N	\N
1922	3	teamwork skills	\N	\N
1923	3	technical cable jointer	\N	\N
1924	3	technical director	\N	\N
1925	3	technical sales representatives nec	\N	\N
1926	3	technical work	\N	\N
1927	3	technical writer	\N	\N
1928	3	technicians and trades workers	\N	\N
1929	3	telecommunications cable jointer	\N	\N
1930	3	telecommunications engineer	\N	\N
1931	3	telecommunications field engineer	\N	\N
1932	3	telecommunications linesworker	\N	\N
1933	3	telecommunications network engineer	\N	\N
1934	3	telecommunications network planner	\N	\N
1935	3	telecommunications technical officer or technologist	\N	\N
1936	3	telecommunications technician	\N	\N
1937	3	television equipment operator	\N	\N
1938	3	television journalist	\N	\N
1939	3	television presenter	\N	\N
1940	3	tennis	\N	\N
1941	3	tennis coach	\N	\N
1942	3	"textile, clothing and footwear mechanic"	\N	\N
1943	3	thinking logically	\N	\N
1944	3	thoracic medicine specialist	\N	\N
1945	3	tie dyeing 	\N	\N
1946	3	time and project management	\N	\N
1947	3	time management	\N	\N
1948	3	time management skills	\N	\N
1949	3	toolmaker	\N	\N
1950	3	tools and machines you can use	\N	\N
1951	3	touch football	\N	\N
1952	3	tour skating	\N	\N
1953	3	tracking personal finances	\N	\N
1954	3	traditional chinese medical practitioner	\N	\N
1955	3	train or teach others	\N	\N
1956	3	training and development professional	\N	\N
1957	3	training skills	\N	\N
1958	3	trainspotting	\N	\N
1959	3	translating words	\N	\N
1960	3	translator	\N	\N
1961	3	transport company manager	\N	\N
1962	3	transport engineer	\N	\N
1963	3	transporting trees	\N	\N
1964	3	travel agency manager	\N	\N
1965	3	travel attendants nec	\N	\N
1966	3	traveling	\N	\N
1967	3	tree trimming	\N	\N
1968	3	trenching	\N	\N
1969	3	triathlon	\N	\N
1970	3	tribunal member	\N	\N
1971	3	troubleshooting	\N	\N
1972	3	truck driver	\N	\N
1973	3	truck driving	\N	\N
1974	3	trust my instincts	\N	\N
1975	3	trust people	\N	\N
1976	3	try to reach agreements with	\N	\N
1977	3	turf grower	\N	\N
1978	3	typing	\N	\N
1979	3	typing from dictating machines	\N	\N
1980	3	university lecturer	\N	\N
1981	3	university tutor	\N	\N
1982	3	unix	\N	\N
1983	3	unloading or loading	\N	\N
1984	3	upholsterer	\N	\N
1985	3	urban and regional planner	\N	\N
1986	3	urban exploration	\N	\N
1987	3	urologist	\N	\N
1988	3	use budgets	\N	\N
1989	3	use computers to create presentations	\N	\N
1990	3	use sign language	\N	\N
1991	3	using adding machines	\N	\N
1992	3	using calculators	\N	\N
1993	3	using computers	\N	\N
1994	3	using office machines (list all you can use)	\N	\N
1995	3	utilize computer software	\N	\N
1996	3	utilize computer software (specify programs)	\N	\N
1997	3	vacuuming	\N	\N
1998	3	valuer	\N	\N
1999	3	vascular surgeon	\N	\N
2000	3	vegetable gardening	\N	\N
2001	3	vegetable grower (australia) / market gardener (new zealand)	\N	\N
2002	3	vehicle body builder	\N	\N
2003	3	vehicle painter	\N	\N
2004	3	vehicle restoration	\N	\N
2005	3	vehicle trimmer	\N	\N
2006	3	verbal communication	\N	\N
2007	3	verbal communication skills	\N	\N
2008	3	"versatile: turning easily or readily from occupation/job to another, changeable"	\N	\N
2009	3	veterinarian	\N	\N
2010	3	video gaming	\N	\N
2011	3	video producer	\N	\N
2012	3	videophilia (home theater)	\N	\N
2013	3	vintage books	\N	\N
2014	3	vintage cars	\N	\N
2015	3	vintage clothing	\N	\N
2016	3	visual arts and crafts professionals nec	\N	\N
2017	3	visual detail	\N	\N
2018	3	vocational education teacher	\N	\N
2019	3	volleyball	\N	\N
2020	3	waiter	\N	\N
2021	3	waitress	\N	\N
2022	3	wall and floor tiler	\N	\N
2023	3	wallpapering	\N	\N
2024	3	"washing clothes, dishes, windows or the car"	\N	\N
2025	3	washing floors	\N	\N
2026	3	washing pans	\N	\N
2027	3	washing windows	\N	\N
2028	3	watch and clock maker and repairer	\N	\N
2029	3	watching movies	\N	\N
2030	3	water sports	\N	\N
2031	3	waxing	\N	\N
2032	3	way	\N	\N
2033	3	weaving 	\N	\N
2034	3	web design 	\N	\N
2035	3	web designer	\N	\N
2036	3	web page design	\N	\N
2037	3	web surfing	\N	\N
2038	3	weightlifting	\N	\N
2039	3	welder (first class)	\N	\N
2040	3	welding	\N	\N
2041	3	welfare centre manager	\N	\N
2042	3	welfare worker	\N	\N
2043	3	wholesaler	\N	\N
2044	3	window repairs	\N	\N
2045	3	windows	\N	\N
2046	3	wine maker	\N	\N
2047	3	wood carving	\N	\N
2048	3	wood machinist	\N	\N
2049	3	wood machinists and other wood trades workers	\N	\N
2050	3	wood turner	\N	\N
2051	3	woodworking	\N	\N
2052	3	woodworking 	\N	\N
2053	3	wool buyer	\N	\N
2054	3	wool classer	\N	\N
2055	3	word processing	\N	\N
2056	3	work independently	\N	\N
2057	3	work out compromises	\N	\N
2058	3	work well with my hands	\N	\N
2059	3	work well with others	\N	\N
2060	3	work with minimal supervision	\N	\N
2061	3	working creatively  	\N	\N
2062	3	working knowledge of visual basic	\N	\N
2063	3	working with different adult and/or child populations (list what kind of special populations)	\N	\N
2064	3	working with statistics	\N	\N
2065	3	workplace relations adviser	\N	\N
2066	3	worldbuilding	\N	\N
2067	3	write clear and concise reports	\N	\N
2068	3	write short stories or articles	\N	\N
2069	3	writing	\N	\N
2070	3	writing and grading tests	\N	\N
2071	3	writing clearly and concisely	\N	\N
2072	3	writing lesson plans	\N	\N
2073	3	"writing letters, papers, or proposals"	\N	\N
2074	3	writing programs	\N	\N
2075	3	written communications	\N	\N
2076	3	xhtml	\N	\N
2077	3	xml	\N	\N
2078	3	yoga	\N	\N
2079	3	youth worker	\N	\N
2080	3	yo-yoing	\N	\N
